job_family,seniority,contract_type,region_code,remote_flag,min_years_exp,edu_min,responsibilities_count,requirements_count,tools_mentioned,lang_req,tech_skill,data_skill,design_skill,sales_skill,marketing_skill,ops_skill,salary_min,salary_max,salary_per_year_exp,req_to_resp_ratio,skill_density,complexity,jd_text
4,1,2,2,0,4.28,2,7,5,10,1,51.2,54.7,56.9,34.2,85.2,42.8,39047,59827,9365.18,0.714,27.078,1.301,"Junior Marketing role. Focus on SEO, ads, and brand. Requirements: 5 items; Responsibilities: 7 items."
4,3,1,3,0,7.44,1,11,11,4,0,26.5,36.2,36.8,71.6,89.7,59.5,72164,85325,9328.18,1.0,14.563,1.886,"Senior Marketing role. Focus on analytics, ads, and brand. Requirements: 11 items; Responsibilities: 11 items."
0,2,0,5,0,5.41,1,9,14,7,0,74.1,52.6,39.2,58.2,38.8,52.6,54184,86493,10979.55,1.556,13.713,1.234,"Mid Software role. Focus on microservices, API, and frontend. Requirements: 14 items; Responsibilities: 9 items."
0,1,0,2,1,2.86,1,9,10,13,1,87.5,52.1,40.8,49.6,51.8,37.5,50093,51093,13091.73,1.111,16.806,0.648,"Junior Software role. Focus on code review, CI/CD, and frontend. Requirements: 10 items; Responsibilities: 9 items."
3,0,0,3,0,4.74,2,6,9,6,1,0.0,51.6,51.3,53.3,39.9,51.5,27399,46413,6431.68,1.5,16.516,0.343,"Intern Sales role. Focus on closing, quota, and CRM. Requirements: 9 items; Responsibilities: 6 items."
3,3,0,2,0,8.0,0,18,10,13,2,58.0,51.4,40.4,37.5,43.5,39.9,72413,113810,10341.38,0.556,9.668,1.895,"Senior Sales role. Focus on quota, leads, and CRM. Requirements: 10 items; Responsibilities: 18 items."
5,2,0,3,0,5.78,2,12,17,4,0,47.6,39.3,44.0,44.8,76.6,85.3,55272,59121,8436.51,1.417,11.64,1.421,"Mid Operations role. Focus on SOP, process, and quality. Requirements: 17 items; Responsibilities: 12 items."
3,2,1,2,1,4.55,2,11,11,6,1,31.8,40.2,35.6,78.1,43.4,30.1,41982,70991,10171.2,1.0,11.779,1.57,"Mid Sales role. Focus on account, pipeline, and leads. Requirements: 11 items; Responsibilities: 11 items."
5,2,1,3,0,5.0,2,10,20,5,1,33.3,33.7,41.4,48.3,51.8,60.3,47753,55632,8621.81,2.0,8.957,-0.27,"Mid Operations role. Focus on logistics, coordination, and SOP. Requirements: 20 items; Responsibilities: 10 items."
1,1,2,3,0,4.42,2,6,10,9,0,46.3,61.8,28.5,34.7,60.6,44.6,43903,49953,8662.22,1.667,17.278,1.046,"Junior Data role. Focus on SQL, experiments, and dashboard. Requirements: 10 items; Responsibilities: 6 items."
4,1,0,4,0,2.59,1,6,5,7,2,47.9,21.6,57.4,23.8,60.2,41.4,32755,55924,12358.52,0.833,22.946,0.836,"Junior Marketing role. Focus on brand, SEO, and analytics. Requirements: 5 items; Responsibilities: 6 items."
5,0,0,5,0,0.15,2,7,7,8,2,31.7,48.2,38.9,23.8,61.8,70.6,26350,27350,23278.59,1.0,19.634,1.232,"Intern Operations role. Focus on coordination, logistics, and quality. Requirements: 7 items; Responsibilities: 7 items."
0,1,1,0,1,2.68,1,4,7,8,2,76.0,37.0,44.9,26.7,52.5,33.6,47771,54538,13916.55,1.75,24.613,1.474,"Junior Software role. Focus on CI/CD, API, and microservices. Requirements: 7 items; Responsibilities: 4 items."
0,4,0,3,1,9.66,2,19,22,16,2,92.3,47.3,46.8,36.0,39.0,46.3,111252,136998,11642.91,1.158,7.507,2.611,"Lead Software role. Focus on code review, CI/CD, and API. Requirements: 22 items; Responsibilities: 19 items."
5,1,0,2,1,3.76,0,12,10,8,1,48.3,41.9,42.9,49.5,69.3,71.4,35258,62703,10286.68,0.833,14.696,1.016,"Junior Operations role. Focus on quality, logistics, and process. Requirements: 10 items; Responsibilities: 12 items."
0,4,0,2,0,9.38,2,11,21,8,1,75.3,59.8,43.4,53.2,67.6,52.9,108674,177122,13763.36,1.909,11.006,2.24,"Lead Software role. Focus on backend, API, and microservices. Requirements: 21 items; Responsibilities: 11 items."
2,0,0,1,0,0.95,1,9,5,11,2,36.6,38.6,67.5,23.9,38.5,21.3,24920,36827,15816.7,0.556,16.176,0.664,"Intern Design role. Focus on design system, wireframes, and usability. Requirements: 5 items; Responsibilities: 9 items."
5,2,0,0,0,4.53,1,13,10,3,1,24.2,39.6,45.9,52.3,50.8,63.7,45946,84382,11792.87,0.769,12.02,1.886,"Mid Operations role. Focus on coordination, quality, and SOP. Requirements: 10 items; Responsibilities: 13 items."
1,2,1,2,1,7.9,0,13,13,8,0,47.2,90.2,38.5,55.3,41.3,35.4,44094,112603,8798.69,1.0,11.846,1.778,"Mid Data role. Focus on ETL, experiments, and SQL. Requirements: 13 items; Responsibilities: 13 items."
5,2,0,4,0,5.95,0,12,12,7,1,51.3,26.8,43.1,42.7,56.8,73.4,50484,51490,7331.08,1.0,12.257,1.434,"Mid Operations role. Focus on SOP, quality, and process. Requirements: 12 items; Responsibilities: 12 items."
0,0,2,0,1,0.79,1,10,4,11,1,81.8,38.0,24.0,57.2,17.9,47.4,27996,28996,15899.03,0.4,19.015,1.283,"Intern Software role. Focus on CI/CD, microservices, and backend. Requirements: 4 items; Responsibilities: 10 items."
4,2,0,2,0,6.29,1,8,14,8,1,43.0,46.9,65.1,23.3,84.1,39.9,43765,92507,9340.24,1.75,13.744,1.906,"Mid Marketing role. Focus on ads, campaigns, and SEO. Requirements: 14 items; Responsibilities: 8 items."
0,2,0,5,0,5.72,1,9,16,11,0,54.2,49.1,50.6,44.4,38.8,57.1,49457,50457,7430.23,1.778,11.771,1.662,"Mid Software role. Focus on backend, frontend, and code review. Requirements: 16 items; Responsibilities: 9 items."
3,3,0,5,1,5.12,1,14,14,4,2,28.5,44.9,34.9,57.8,65.1,57.5,90997,97331,15379.12,1.0,10.314,0.849,"Senior Sales role. Focus on leads, account, and pipeline. Requirements: 14 items; Responsibilities: 14 items."
0,3,0,1,0,7.76,1,13,13,11,1,100.0,42.6,70.5,51.4,55.4,54.6,79170,136093,12288.58,1.0,14.403,1.746,"Senior Software role. Focus on backend, CI/CD, and code review. Requirements: 13 items; Responsibilities: 13 items."
5,3,0,0,0,11.24,1,9,13,7,2,51.5,47.0,54.8,65.3,52.6,91.2,79995,99468,7331.39,1.444,16.473,1.671,"Senior Operations role. Focus on coordination, quality, and SOP. Requirements: 13 items; Responsibilities: 9 items."
3,0,1,4,0,1.86,1,8,9,7,0,23.8,22.6,15.1,80.5,51.9,39.7,28159,29159,10031.53,1.125,13.743,0.48,"Intern Sales role. Focus on closing, account, and quota. Requirements: 9 items; Responsibilities: 8 items."
3,3,0,0,1,10.34,1,15,15,8,1,38.7,50.2,42.6,47.2,54.0,61.4,111172,134978,10855.69,1.0,9.804,2.178,"Senior Sales role. Focus on account, quota, and pipeline. Requirements: 15 items; Responsibilities: 15 items."
2,2,0,1,0,4.66,2,10,13,5,1,39.2,36.2,66.0,34.9,20.3,31.4,48804,91435,12387.39,1.3,9.915,1.231,"Mid Design role. Focus on prototypes, design system, and wireframes. Requirements: 13 items; Responsibilities: 10 items."
5,3,0,2,0,5.28,1,14,18,5,1,42.5,26.0,38.4,36.8,43.9,100.0,62925,85518,11825.73,1.286,8.985,2.611,"Senior Operations role. Focus on process, quality, and logistics. Requirements: 18 items; Responsibilities: 14 items."
1,2,2,5,0,4.61,2,13,11,15,1,53.3,71.9,61.5,39.4,53.3,41.7,64750,82003,13069.71,0.846,13.379,1.278,"Mid Data role. Focus on modeling, pipelines, and ETL. Requirements: 11 items; Responsibilities: 13 items."
5,1,0,0,1,5.53,2,3,9,8,2,66.5,48.4,40.7,37.0,35.8,75.2,31725,64886,7400.35,3.0,25.296,1.345,"Junior Operations role. Focus on SOP, logistics, and coordination. Requirements: 9 items; Responsibilities: 3 items."
4,2,0,3,0,4.1,1,9,11,6,1,40.5,51.4,37.0,34.8,72.6,50.5,38451,76634,11280.05,1.222,14.338,0.757,"Mid Marketing role. Focus on analytics, ads, and campaigns. Requirements: 11 items; Responsibilities: 9 items."
0,2,0,3,0,4.45,1,8,16,13,2,97.1,70.5,51.5,32.0,74.6,55.7,50977,77628,11797.92,2.0,15.895,1.378,"Mid Software role. Focus on frontend, API, and code review. Requirements: 16 items; Responsibilities: 8 items."
0,2,0,0,1,7.68,1,10,12,14,1,84.8,46.1,47.9,58.5,56.2,30.4,49159,94839,8295.66,1.2,14.719,1.747,"Mid Software role. Focus on API, CI/CD, and microservices. Requirements: 12 items; Responsibilities: 10 items."
3,3,0,5,1,7.62,1,10,15,11,1,64.8,59.6,43.9,87.7,62.5,54.8,83944,130884,12455.06,1.5,14.932,1.808,"Senior Sales role. Focus on account, pipeline, and CRM. Requirements: 15 items; Responsibilities: 10 items."
2,0,2,5,1,0.94,1,3,6,5,1,24.3,33.4,69.1,40.1,41.9,49.8,23097,36348,15305.42,2.0,28.738,1.425,"Intern Design role. Focus on usability, UX/UI, and user research. Requirements: 6 items; Responsibilities: 3 items."
2,1,2,2,0,4.07,2,9,12,10,2,21.9,53.3,71.2,45.1,24.0,26.1,39586,54778,9303.97,1.333,11.504,1.098,"Junior Design role. Focus on user research, UX/UI, and wireframes. Requirements: 12 items; Responsibilities: 9 items."
4,2,0,5,1,5.95,1,15,13,13,1,30.3,54.5,52.4,41.9,80.9,41.9,47155,78107,9014.39,0.867,10.784,1.404,"Mid Marketing role. Focus on content, ads, and campaigns. Requirements: 13 items; Responsibilities: 15 items."
2,1,0,3,0,3.05,1,5,6,11,1,39.6,32.2,42.7,34.3,55.7,61.3,39467,41634,10024.42,1.2,24.154,1.282,"Junior Design role. Focus on wireframes, user research, and usability. Requirements: 6 items; Responsibilities: 5 items."
4,2,0,5,1,6.23,1,15,15,12,2,61.9,20.2,50.2,48.4,70.2,36.2,69050,94624,11318.6,1.0,9.571,1.871,"Mid Marketing role. Focus on SEO, brand, and campaigns. Requirements: 15 items; Responsibilities: 15 items."
0,3,0,5,1,6.74,2,15,16,7,1,85.8,30.6,41.9,30.6,23.0,50.5,114394,128202,15666.85,1.067,8.467,1.343,"Senior Software role. Focus on CI/CD, code review, and frontend. Requirements: 16 items; Responsibilities: 15 items."
4,1,0,3,1,3.44,1,11,13,6,0,33.4,27.1,39.1,51.1,100.0,46.2,44939,53378,11081.9,1.182,12.375,1.196,"Junior Marketing role. Focus on SEO, brand, and analytics. Requirements: 13 items; Responsibilities: 11 items."
3,1,0,1,1,4.48,2,12,11,9,0,46.3,25.1,29.3,42.6,64.8,33.2,23617,60558,7675.23,0.917,10.494,0.343,"Junior Sales role. Focus on CRM, account, and quota. Requirements: 11 items; Responsibilities: 12 items."
3,2,0,0,0,4.0,1,9,12,9,2,43.4,45.7,31.9,92.2,46.1,55.7,57780,76593,13446.63,1.333,14.998,2.022,"Mid Sales role. Focus on CRM, pipeline, and leads. Requirements: 12 items; Responsibilities: 9 items."
5,4,0,3,1,9.95,2,18,15,3,0,27.8,46.9,38.3,49.2,40.0,79.8,48695,106767,7097.43,0.833,8.545,2.52,"Lead Operations role. Focus on logistics, process, and SOP. Requirements: 15 items; Responsibilities: 18 items."
0,3,0,1,0,5.93,2,9,18,13,0,79.5,78.7,58.5,65.3,57.1,51.5,41990,103411,10495.12,2.0,14.467,2.084,"Senior Software role. Focus on microservices, CI/CD, and backend. Requirements: 18 items; Responsibilities: 9 items."
0,2,1,4,1,7.07,1,8,16,18,2,71.4,37.5,35.6,63.6,42.1,39.8,71053,89708,9962.96,2.0,12.082,1.418,"Mid Software role. Focus on microservices, backend, and frontend. Requirements: 16 items; Responsibilities: 8 items."
2,2,0,5,1,6.85,1,11,10,9,0,48.4,33.2,74.6,45.3,60.0,62.2,49454,74599,7905.65,0.909,15.413,1.291,"Mid Design role. Focus on wireframes, usability, and prototypes. Requirements: 10 items; Responsibilities: 11 items."
3,4,0,1,0,12.38,3,17,17,12,1,65.5,46.4,74.3,73.2,50.5,34.3,118960,146291,9912.52,1.0,10.124,2.791,"Lead Sales role. Focus on quota, closing, and leads. Requirements: 17 items; Responsibilities: 17 items."
4,2,0,3,0,7.56,1,7,14,11,1,32.1,39.4,56.5,47.2,63.2,45.6,52607,64568,6848.2,2.0,13.533,1.62,"Mid Marketing role. Focus on SEO, analytics, and content. Requirements: 14 items; Responsibilities: 7 items."
2,1,0,0,0,5.04,1,3,9,5,2,35.6,49.6,69.1,40.9,43.8,20.8,40249,57821,8123.57,3.0,21.647,1.558,"Junior Design role. Focus on usability, user research, and prototypes. Requirements: 9 items; Responsibilities: 3 items."
4,2,0,1,1,7.02,2,12,13,7,1,49.1,66.0,44.2,42.3,54.1,50.5,59841,60841,7524.79,1.083,12.249,1.06,"Mid Marketing role. Focus on content, brand, and SEO. Requirements: 13 items; Responsibilities: 12 items."
3,1,1,2,0,2.33,1,9,9,14,0,50.4,37.7,43.4,81.9,37.8,44.7,29745,53612,12503.73,1.0,16.437,1.098,"Junior Sales role. Focus on CRM, leads, and pipeline. Requirements: 9 items; Responsibilities: 9 items."
3,3,0,5,1,9.88,0,14,13,11,1,38.9,68.7,47.5,80.1,48.2,48.8,81931,107752,8719.11,0.929,12.302,1.628,"Senior Sales role. Focus on pipeline, quota, and closing. Requirements: 13 items; Responsibilities: 14 items."
0,2,0,5,0,4.25,1,10,16,6,1,90.9,27.3,39.6,42.7,61.5,23.5,39603,77425,11148.19,1.6,10.983,1.411,"Mid Software role. Focus on code review, frontend, and CI/CD. Requirements: 16 items; Responsibilities: 10 items."
5,3,1,3,1,12.53,1,9,10,10,0,43.4,54.5,71.3,40.8,66.6,87.6,99086,110346,7738.65,1.111,19.17,1.627,"Senior Operations role. Focus on reporting, logistics, and process. Requirements: 10 items; Responsibilities: 9 items."
0,3,0,3,1,8.65,2,16,17,10,2,100.0,42.7,55.0,47.3,37.2,76.5,83700,148097,12012.07,1.062,10.87,1.072,"Senior Software role. Focus on microservices, frontend, and CI/CD. Requirements: 17 items; Responsibilities: 16 items."
3,3,0,3,0,9.23,2,15,13,7,0,44.1,35.4,75.3,100.0,58.7,57.2,83999,125193,10227.47,0.867,13.239,2.442,"Senior Sales role. Focus on closing, pipeline, and CRM. Requirements: 13 items; Responsibilities: 15 items."
0,3,0,0,0,5.76,1,13,15,9,0,84.7,51.4,49.1,54.6,34.7,69.9,118956,119956,17680.16,1.154,12.3,1.462,"Senior Software role. Focus on code review, microservices, and backend. Requirements: 15 items; Responsibilities: 13 items."
5,3,0,2,0,10.14,1,18,13,8,0,55.7,40.0,53.2,39.1,39.3,77.9,75902,105124,8127.06,0.722,9.844,2.898,"Senior Operations role. Focus on reporting, process, and coordination. Requirements: 13 items; Responsibilities: 18 items."
0,2,0,5,0,7.79,1,11,13,7,0,79.9,50.6,40.2,19.1,36.1,56.7,31737,97879,7368.92,1.182,11.772,1.3,"Mid Software role. Focus on microservices, code review, and backend. Requirements: 13 items; Responsibilities: 11 items."
5,0,0,2,1,0.0,1,10,5,4,1,22.3,38.7,46.6,39.4,26.7,49.0,24169,28499,26333.98,0.5,14.852,1.308,"Intern Operations role. Focus on SOP, logistics, and reporting. Requirements: 5 items; Responsibilities: 10 items."
1,1,0,1,1,2.66,2,8,10,6,2,39.2,71.6,23.9,33.7,31.7,41.6,37016,58376,13018.09,1.25,13.423,1.774,"Junior Data role. Focus on dashboard, pipelines, and SQL. Requirements: 10 items; Responsibilities: 8 items."
1,2,0,1,1,5.0,1,3,8,9,0,45.0,98.5,43.1,47.7,44.1,57.1,55942,56942,9402.79,2.667,30.494,0.614,"Mid Data role. Focus on SQL, pipelines, and ETL. Requirements: 8 items; Responsibilities: 3 items."
0,0,2,4,0,0.36,1,3,4,5,0,68.8,32.0,31.9,40.9,12.0,29.3,26661,35781,23018.39,1.333,30.709,0.217,"Intern Software role. Focus on frontend, CI/CD, and code review. Requirements: 4 items; Responsibilities: 3 items."
0,3,2,0,1,10.73,1,6,14,3,1,67.0,39.2,47.5,72.3,31.8,69.9,71396,72396,6131.61,2.333,16.381,1.119,"Senior Software role. Focus on code review, API, and CI/CD. Requirements: 14 items; Responsibilities: 6 items."
1,0,2,5,0,4.01,1,6,9,15,1,35.2,73.0,31.3,25.2,42.4,36.3,35787,40621,7619.03,1.5,16.23,0.526,"Intern Data role. Focus on experiments, dashboard, and SQL. Requirements: 9 items; Responsibilities: 6 items."
5,2,1,5,1,3.99,2,14,10,1,2,22.9,31.0,53.9,41.6,31.8,56.6,33115,49242,8255.84,0.714,9.912,0.727,"Mid Operations role. Focus on SOP, reporting, and process. Requirements: 10 items; Responsibilities: 14 items."
1,1,0,3,1,5.07,1,4,15,6,2,36.9,70.1,43.7,25.7,46.7,27.4,47603,60064,8864.44,3.75,13.182,0.918,"Junior Data role. Focus on SQL, pipelines, and dashboard. Requirements: 15 items; Responsibilities: 4 items."
1,0,2,2,0,0.86,2,8,6,14,1,50.9,58.1,34.7,61.6,43.6,45.8,21737,57517,21325.1,0.75,21.053,1.818,"Intern Data role. Focus on ETL, SQL, and experiments. Requirements: 6 items; Responsibilities: 8 items."
4,3,0,4,1,10.7,1,12,17,14,2,55.9,29.4,56.8,60.3,100.0,35.6,62674,63674,5398.01,1.417,11.657,1.031,"Senior Marketing role. Focus on analytics, brand, and content. Requirements: 17 items; Responsibilities: 12 items."
2,3,0,3,1,3.44,3,15,10,6,1,39.8,55.8,89.0,41.3,37.0,49.1,52172,95151,16573.12,0.667,12.475,1.139,"Senior Design role. Focus on user research, usability, and design system. Requirements: 10 items; Responsibilities: 15 items."
5,1,0,2,1,2.85,1,9,7,12,2,46.6,36.1,24.8,41.8,43.8,86.6,21241,61638,10770.77,0.778,17.482,1.473,"Junior Operations role. Focus on reporting, logistics, and coordination. Requirements: 7 items; Responsibilities: 9 items."
2,3,0,1,1,10.41,1,10,12,8,0,60.8,50.7,91.4,40.8,53.2,57.8,72430,102742,7676.32,1.2,16.123,1.537,"Senior Design role. Focus on UX/UI, wireframes, and usability. Requirements: 12 items; Responsibilities: 10 items."
3,4,1,2,0,8.8,2,16,14,7,1,55.3,56.7,53.2,90.9,40.6,39.1,113709,142712,13082.31,0.875,11.191,1.819,"Lead Sales role. Focus on quota, CRM, and pipeline. Requirements: 14 items; Responsibilities: 16 items."
5,0,0,4,0,2.75,2,6,3,9,1,56.6,42.0,21.9,46.6,43.8,71.3,30926,37991,9197.42,0.5,31.353,0.653,"Intern Operations role. Focus on coordination, logistics, and reporting. Requirements: 3 items; Responsibilities: 6 items."
5,3,0,0,0,7.13,2,15,14,8,1,40.7,68.1,76.3,33.4,59.3,74.9,71357,99012,10483.71,0.933,12.156,1.477,"Senior Operations role. Focus on reporting, SOP, and process. Requirements: 14 items; Responsibilities: 15 items."
0,0,0,0,1,2.68,1,11,5,7,1,44.1,0.0,22.5,36.0,30.7,41.1,37220,47120,11463.27,0.455,10.904,0.976,"Intern Software role. Focus on API, microservices, and CI/CD. Requirements: 5 items; Responsibilities: 11 items."
3,2,0,4,1,6.79,2,10,17,12,2,44.9,19.2,33.6,71.7,59.9,58.9,53087,72955,8089.38,1.7,10.673,2.118,"Mid Sales role. Focus on CRM, quota, and closing. Requirements: 17 items; Responsibilities: 10 items."
2,4,0,2,0,9.51,2,19,17,6,0,49.5,71.1,70.4,60.5,58.5,41.1,71361,112702,8753.58,0.895,9.755,2.665,"Lead Design role. Focus on prototypes, usability, and UX/UI. Requirements: 17 items; Responsibilities: 19 items."
2,0,2,4,1,0.21,2,6,8,4,0,27.8,34.8,54.6,31.8,13.9,36.8,22813,25375,19991.54,1.333,14.256,0.631,"Intern Design role. Focus on user research, UX/UI, and usability. Requirements: 8 items; Responsibilities: 6 items."
2,3,0,0,0,7.77,2,14,9,12,1,42.8,26.9,83.8,49.0,63.1,51.7,44640,118210,9279.83,0.643,13.801,1.422,"Senior Design role. Focus on usability, prototypes, and UX/UI. Requirements: 9 items; Responsibilities: 14 items."
2,1,0,5,0,5.24,1,9,14,9,0,68.2,43.0,90.7,45.0,43.4,41.9,37356,55294,7428.06,1.556,14.441,0.937,"Junior Design role. Focus on wireframes, UX/UI, and design system. Requirements: 14 items; Responsibilities: 9 items."
0,2,1,0,0,5.78,1,9,17,13,0,99.3,27.8,28.2,34.4,43.5,55.8,68338,89045,11599.06,1.889,11.111,1.659,"Mid Software role. Focus on backend, API, and code review. Requirements: 17 items; Responsibilities: 9 items."
3,1,0,2,0,2.5,3,9,6,5,0,42.2,41.0,48.2,59.0,38.5,60.1,40550,67305,15410.96,0.667,19.271,1.046,"Junior Sales role. Focus on leads, CRM, and quota. Requirements: 6 items; Responsibilities: 9 items."
2,2,0,5,0,11.44,1,9,9,8,2,23.9,45.4,100.0,49.2,54.3,47.4,65731,101134,6704.27,1.0,17.788,1.262,"Mid Design role. Focus on prototypes, user research, and usability. Requirements: 9 items; Responsibilities: 9 items."
0,3,1,0,0,5.1,1,14,13,9,1,83.3,42.1,33.0,40.3,44.0,45.0,43022,95919,11395.18,0.929,10.658,1.939,"Senior Software role. Focus on backend, code review, and API. Requirements: 13 items; Responsibilities: 14 items."
5,1,0,3,0,3.16,1,6,14,7,0,52.4,42.2,34.1,41.2,24.1,63.3,29760,32509,7492.37,2.333,12.863,0.984,"Junior Operations role. Focus on reporting, process, and coordination. Requirements: 14 items; Responsibilities: 6 items."
5,1,0,4,0,4.31,3,6,6,11,1,25.6,66.5,27.6,48.8,47.3,86.8,35885,81281,11036.21,1.0,25.202,0.351,"Junior Operations role. Focus on process, coordination, and SOP. Requirements: 6 items; Responsibilities: 6 items."
0,1,1,2,1,1.93,1,11,7,15,1,70.5,47.5,41.7,47.1,38.7,52.2,39770,54165,16047.99,0.636,16.543,1.23,"Junior Software role. Focus on code review, backend, and frontend. Requirements: 7 items; Responsibilities: 11 items."
4,2,0,0,0,5.77,1,12,8,8,1,54.1,53.2,30.1,31.4,77.9,52.4,37781,98827,10082.62,0.667,14.958,0.837,"Mid Marketing role. Focus on analytics, content, and SEO. Requirements: 8 items; Responsibilities: 12 items."
1,1,0,3,0,2.86,1,10,10,5,1,42.3,54.7,50.3,18.6,51.1,38.4,66587,67587,17365.75,1.0,12.775,1.039,"Junior Data role. Focus on modeling, ETL, and pipelines. Requirements: 10 items; Responsibilities: 10 items."
0,0,0,2,0,0.0,2,8,9,15,1,80.4,43.8,6.7,30.7,23.6,36.6,23511,31189,27350.04,1.125,13.051,1.449,"Intern Software role. Focus on CI/CD, API, and frontend. Requirements: 9 items; Responsibilities: 8 items."
3,3,0,5,0,8.96,1,15,12,6,0,43.3,50.9,57.7,89.7,63.6,58.9,77919,98566,8860.15,0.8,13.488,2.016,"Senior Sales role. Focus on quota, leads, and CRM. Requirements: 12 items; Responsibilities: 15 items."
2,1,2,4,0,1.79,1,10,13,7,0,38.6,46.9,96.4,36.6,38.9,21.9,31181,44125,13516.82,1.3,12.143,0.455,"Junior Design role. Focus on prototypes, usability, and UX/UI. Requirements: 13 items; Responsibilities: 10 items."
3,0,0,2,1,0.21,1,9,7,4,2,40.7,28.4,45.1,53.5,33.3,37.4,27464,31619,24314.35,0.778,14.902,1.696,"Intern Sales role. Focus on pipeline, CRM, and leads. Requirements: 7 items; Responsibilities: 9 items."
3,2,0,0,1,7.89,2,9,10,13,1,32.4,45.7,42.2,58.7,43.8,44.9,81683,98968,10158.36,1.111,14.091,-0.092,"Mid Sales role. Focus on pipeline, account, and leads. Requirements: 10 items; Responsibilities: 9 items."
4,2,0,3,1,3.89,1,12,14,9,0,28.1,41.9,61.0,45.5,49.1,47.3,47658,79461,12998.56,1.167,10.497,1.371,"Mid Marketing role. Focus on campaigns, SEO, and ads. Requirements: 14 items; Responsibilities: 12 items."
3,1,0,1,0,4.4,1,6,13,11,1,51.5,43.4,59.9,81.0,39.7,47.6,23388,50929,6880.51,2.167,17.002,0.519,"Junior Sales role. Focus on pipeline, CRM, and account. Requirements: 13 items; Responsibilities: 6 items."
